owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
tasks,tasks,2013-07-18 19:44:38,2024-06-30 07:50:47,False,124728,Kotlin,4,215,77,3357,492,2017,12548,840,16,346,224,Bringing Astrid Tasks back from the dead
tarantool,tarantool,2010-09-15 07:59:26,2024-06-29 15:39:38,False,114895,Lua,14,159,155,3357,376,7047,18457,2861,42,127,80,Get your data in RAM. Get compute close to data. Enjoy the performance.
emacs-helm,helm,2012-03-15 11:50:18,2024-06-30 13:30:55,False,37909,Emacs Lisp,3,179,95,3351,390,2004,12206,624,3,139,87,Emacs incremental completion and selection narrowing framework
yacy,yacy_search_server,2015-03-22 12:54:20,2024-06-29 07:43:30,False,825263,Java,16,69,107,3321,424,475,14506,172,1,20,0,Distributed Peer-to-Peer Web Search Engine and Intranet Search Appliance
blockscout,blockscout,2018-01-12 22:45:24,2024-06-29 19:47:38,False,191453,Elixir,9,150,88,3315,2251,5048,14270,4744,435,83,82,Blockchain explorer for Ethereum based network and a tool for inspecting and analyzing EVM based blockchains. 
signalwire,freeswitch,2018-10-24 15:30:09,2024-06-27 14:58:12,False,135308,C,43,143,144,3306,1374,1346,35798,1160,52,147,10,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device."
apache,logging-log4j2,2013-06-12 07:00:19,2024-06-30 13:00:02,False,97157,Java,7,215,113,3305,1566,361,13991,2248,24,147,8,"Apache Log4j 2 is a versatile, feature-rich, efficient logging API and backend for Java."
vanhoefm,krackattacks-scripts,2017-10-18 12:58:08,2024-05-13 21:28:18,False,17658,C,11,38,223,3299,770,96,13301,9,2,1,1,
YosysHQ,yosys,2013-01-05 10:10:48,2024-06-29 00:16:57,False,28585,C++,19,232,140,3296,860,1678,13624,2597,46,41,41,Yosys Open SYnthesis Suite
openstreetmap,iD,2012-07-11 13:20:04,2024-06-24 07:38:54,False,427274,JavaScript,4,349,171,3284,1186,7216,15623,2877,108,148,91,🆔 The easy-to-use OpenStreetMap editor in JavaScript.
AxonFramework,AxonFramework,2011-12-02 16:04:42,2024-06-30 03:52:32,False,47283,Java,1,164,190,3278,785,1178,10764,1847,33,164,121,Framework for Evolutionary Message-Driven Microservices on the JVM
common-voice,common-voice,2017-05-05 15:53:07,2024-06-30 13:42:54,False,1921417,TypeScript,6,933,132,3272,824,2220,30757,2291,68,786,152,Common Voice is part of Mozilla's initiative to help teach machines how real people speak.
thi-ng,umbrella,2018-01-24 02:31:44,2024-06-29 09:43:19,False,215563,TypeScript,7,42,47,3270,144,270,10700,180,3,35134,0,"⛱  Broadly scoped ecosystem & mono-repository of 193 TypeScript projects (and ~170 examples) for general purpose, functional, data driven development"
ember-cli,ember-cli,2013-11-03 17:34:43,2024-06-26 19:25:21,False,26794,JavaScript,7,478,153,3266,1162,4175,12333,6289,44,345,304,The Ember.js command line utility.
element-hq,element-android,2018-10-02 15:56:15,2024-06-28 10:47:12,False,215466,Kotlin,8,416,92,3260,675,4925,23674,3854,156,155,149,A Matrix collaboration client for Android.
pimcore,pimcore,2011-11-01 09:16:14,2024-06-29 11:41:36,False,522412,PHP,6,510,180,3246,1414,6646,30377,8250,15,267,249,"Core Framework for the Open Source Data & Experience Management Platform (PIM, MDM, CDP, DAM, DXP/CMS & Digital Commerce)"
pmmp,PocketMine-MP,2016-09-30 18:29:35,2024-06-30 11:06:26,False,50882,PHP,4,182,254,3231,1509,3499,17608,2146,42,416,378,A server software for Minecraft: Bedrock Edition in PHP
eclipse-openj9,openj9,2017-08-25 13:46:07,2024-06-29 23:39:19,False,173626,Java,23,245,148,3228,710,8008,21440,11770,55,122,45,"Eclipse OpenJ9: A Java Virtual Machine for OpenJDK that's optimized for small footprint, fast start-up, and high throughput.   Builds on Eclipse OMR (https://github.com/eclipse/omr) and combines with the Extensions for OpenJDK for OpenJ9 repo."
letscontrolit,ESPEasy,2015-09-08 15:03:44,2024-06-30 13:30:54,False,466316,C++,11,170,211,3221,2192,2550,14385,2529,5,379,356,Easy MultiSensor device based on ESP8266/ESP32
citation-style-language,styles,2010-12-16 22:46:44,2024-06-28 21:55:54,False,68762,Ruby,1,1079,85,3211,3712,590,11524,6514,17,437,437,Official repository for Citation Style Language (CSL) citation styles.
craftcms,cms,2017-01-27 21:52:45,2024-06-30 12:26:59,False,629175,PHP,11,224,93,3200,617,8643,63546,3129,118,1161,148,Build bespoke content experiences with Craft.
pantsbuild,pants,2012-12-17 17:39:04,2024-06-30 12:23:25,False,161981,Python,13,339,67,3180,612,5778,13989,15153,93,1136,506,The Pants Build System
gdh1995,vimium-c,2015-01-21 16:20:34,2024-06-26 19:32:08,False,21845,TypeScript,3,11,27,3169,253,998,10246,30,3,70,50,A keyboard shortcut browser extension for keyboard-based navigation and tab operations with an advanced omnibar
RobotLocomotion,drake,2014-01-26 16:11:05,2024-06-30 13:49:59,False,560187,C++,11,288,175,3162,1239,6159,32478,15480,7,71,65,Model-based design and verification for robotics.
hestiacp,hestiacp,2018-11-07 21:02:45,2024-06-27 05:26:48,False,55349,Shell,7,323,89,3152,662,1884,12120,2535,25,90,87,Hestia Control Panel | A lightweight and powerful control panel for the modern web.
openscenegraph,OpenSceneGraph,2010-03-01 12:11:29,2024-06-18 21:18:50,False,73957,C++,11,112,228,3134,1396,410,16331,831,10,26,0,OpenSceneGraph git repository
neomutt,neomutt,2015-12-21 02:12:54,2024-06-28 12:33:15,False,163255,C,5,345,64,3129,305,2131,17097,1998,24,87,87,✉️ Teaching an Old Dog New Tricks -- IRC: #neomutt on irc.libera.chat
FRRouting,frr,2016-12-15 21:56:38,2024-06-28 17:21:24,False,142332,C,16,427,155,3109,1201,3579,35850,12452,56,150,48,The FRRouting Protocol Suite
Warzone2100,warzone2100,2010-11-16 04:36:26,2024-06-30 07:06:49,False,698314,C++,20,127,115,3102,515,1205,20201,2668,3,146,38,"Command the forces of The Project in a battle to rebuild the world after mankind has been nearly destroyed by nuclear missiles. A 100% free and open source real-time strategy game for Windows, macOS, Linux, BSD+"
camunda,camunda,2016-03-20 03:38:04,2024-06-30 11:29:00,False,343183,Java,10,148,109,3099,564,7032,40248,12821,352,557,282,Process Orchestration Framework
Expensify,App,2020-08-07 19:08:07,2024-06-30 11:12:31,False,1396924,TypeScript,12,657,77,3094,2597,23794,115144,20819,959,3237,414,"Welcome to New Expensify: a complete re-imagination of financial collaboration, centered around chat. Help us build the next generation of Expensify by sharing feedback and contributing to the code."
cyberbotics,webots,2018-11-05 14:09:10,2024-06-28 23:19:27,False,4287576,C++,21,172,77,3094,1647,1784,15507,4461,12,18,16,Webots Robot Simulator
Piwigo,Piwigo,2015-07-25 11:32:24,2024-06-28 17:00:40,False,71924,PHP,11,64,71,3091,420,1896,11545,277,25,187,61,"Manage your photos with Piwigo, a full featured open source photo gallery application for the web. Star us on Github! More than 200 plugins and themes available. Join us and contribute!"
erigontech,erigon,2019-05-27 12:12:40,2024-09-07 23:20:57,False,362619,Go,12,806,61,3090,1081,2906,26371,8863,389,356,185,Ethereum implementation on the efficiency frontier https://erigon.gitbook.io
iterate-ch,cyberduck,2017-01-20 14:16:34,2024-06-28 17:07:27,False,635686,Java,15,39,59,3083,279,11803,41782,2471,45,305,0,"Cyberduck is a libre FTP, SFTP, WebDAV, Amazon S3, Backblaze B2, Microsoft Azure & OneDrive and OpenStack Swift file transfer client for Mac and Windows."
opnsense,core,2014-12-13 15:43:50,2024-06-30 10:46:00,False,87324,PHP,14,255,129,3073,701,5603,16932,1690,31,343,0,"OPNsense GUI, API and systems backend"
mavlink,qgroundcontrol,2011-10-13 07:31:07,2024-06-30 06:54:57,False,493492,C++,17,300,209,3062,3428,4912,19291,6712,59,102,76,"Cross-platform ground control station for drones (Android, iOS, Mac OS, Linux, Windows)"
microweber,microweber,2010-10-07 09:04:43,2024-06-30 11:21:27,False,951535,HTML,17,55,142,3050,875,721,26921,323,164,59,54,Drag and Drop Website Builder and CMS with E-commerce
servo,webrender,2015-09-21 21:27:30,2024-06-30 00:18:53,False,79330,Rust,10,183,72,3043,267,1136,10978,3711,14,5,1,A GPU-based renderer for the web
catchpoint,WebPageTest,2013-06-28 14:54:54,2024-06-28 15:41:24,False,1006355,JavaScript,14,180,139,3040,710,1464,10155,1614,198,27,22,Official repository for WebPageTest
ledgerwatch,erigon,2019-05-27 12:12:40,2024-06-30 13:46:25,False,350476,Go,13,785,56,3028,1049,2600,25851,8204,534,349,178,Ethereum implementation on the efficiency frontier
geany,geany,2011-10-07 14:25:32,2024-06-30 09:52:48,False,70500,C,56,203,87,3017,594,2162,10355,1598,20,46,22,A fast and lightweight IDE
collectd,collectd,2012-01-18 13:07:51,2024-05-21 16:10:22,False,29023,C,16,448,132,3014,1226,1829,11979,2483,22,167,26,The system statistics collection daemon. Please send Pull Requests here!
stacks-network,stacks-core,2014-09-23 14:40:43,2024-06-29 17:56:44,False,141994,Rust,8,118,193,3000,658,2664,23319,2122,1278,215,112,The Stacks blockchain implementation
Security-Onion-Solutions,securityonion,2018-02-05 17:30:31,2024-06-28 20:26:35,False,48658,Shell,9,34,84,2984,470,2397,15337,3629,24,101,99,"Security Onion is a free and open platform for threat hunting, enterprise security monitoring, and log management. It includes our own interfaces for alerting, dashboards, hunting, PCAP, detections, and case management. It also includes other tools such as osquery, CyberChef, Elasticsearch, Logstash, Kibana, Suricata, and Zeek."
oracle,truffleruby,2016-02-05 18:03:11,2024-06-29 16:46:47,False,301708,Ruby,15,1862,77,2981,178,1257,67650,2273,42,189,53,"A high performance implementation of the Ruby programming language, built on GraalVM."
iNavFlight,inav,2015-03-13 09:58:19,2024-06-29 23:16:50,False,277430,C,13,382,157,2974,1424,4708,15860,4691,119,105,89,INAV: Navigation-enabled flight control software
snabbco,snabb,2012-07-02 09:06:38,2024-06-25 15:00:44,False,37381,Lua,16,73,188,2951,298,377,10320,1147,22,102,57,Snabb: Simple and fast packet networking
wordpress-mobile,WordPress-Android,2013-04-08 20:52:40,2024-06-28 10:25:04,False,634494,Kotlin,8,205,209,2929,1307,8697,84511,12244,603,1077,683,WordPress for Android
spdk,spdk,2015-07-13 23:15:15,2024-06-27 13:44:31,False,277205,C,11,344,207,2924,1158,3244,21878,179,28,75,50,Storage Performance Development Kit
AdguardTeam,AdguardFilters,2014-08-05 09:12:41,2024-06-30 13:35:47,False,854190,Adblock Filter List,3,255,117,2916,611,170050,176498,12239,4600,0,0,AdGuard Content Blocking Filters
heavyai,heavydb,2017-05-07 15:07:56,2024-05-10 21:51:24,False,452683,C++,16,100,134,2916,444,537,10453,276,80,67,0,HeavyDB (formerly OmniSciDB)
hypothesis,h,2012-04-02 19:56:59,2024-06-28 09:19:04,False,40354,Python,9,66,99,2908,426,2543,17669,6201,15,90,85,"Annotate with anyone, anywhere."
SAP,openui5,2013-12-10 18:11:33,2024-06-30 12:26:48,False,1015199,JavaScript,6,845,279,2901,1230,3309,103548,762,124,1003,479,"OpenUI5 lets you build enterprise-ready web applications, responsive to all devices, running on almost any browser of your choice."
nextcloud,desktop,2017-09-27 11:38:04,2024-06-30 12:57:49,False,424350,C++,14,435,109,2892,771,3916,21316,2896,435,239,115,💻 Desktop sync client for Nextcloud
weechat,weechat,2014-03-03 08:08:02,2024-06-30 11:03:38,False,228736,C,7,157,76,2879,322,1502,12915,626,27,205,60,The extensible chat client.
vanilla,vanilla,2009-06-21 01:41:25,2024-06-17 13:13:15,False,166865,PHP,11,144,120,2871,769,5055,32471,5914,82,176,99,Vanilla is a powerfully simple discussion forum you can easily customize to make as unique as your community.
CosmosOS,Cosmos,2014-12-04 17:29:45,2024-06-20 12:14:45,False,238365,C#,11,101,178,2870,543,1825,11007,934,43,12,12,"Cosmos is an operating system ""construction kit"". Build your own OS using managed languages such as C#, VB.NET, and more!"
is-a-dev,register,2020-10-04 20:05:28,2024-06-30 12:52:59,False,48632,JavaScript,4,4857,17,2865,7120,476,28963,13774,1,0,0,Grab your own sweet-looking '.is-a.dev' subdomain.
googleapis,google-cloud-node,2014-05-06 06:18:00,2024-06-29 05:06:18,False,602637,TypeScript,6,330,187,2858,582,1910,24385,3561,184,2365,1000,Google Cloud Client Library for Node.js
rust-lang,crates.io,2014-06-30 20:53:49,2024-06-30 13:22:03,False,51113,Rust,13,298,61,2854,585,1292,17043,7466,9,0,0,The Rust package registry
NetHack,NetHack,2015-12-08 02:33:01,2024-06-28 20:37:16,False,155142,C,18,59,108,2844,453,547,16996,710,6,28,7,Official NetHack Git Repository
hop-protocol,hop,2020-10-19 01:40:43,2024-06-28 21:05:18,False,83699,TypeScript,9,15,43,2843,180,242,10554,364,3,377,186,🐰 Hop Protocol Monorepo
simonmichael,hledger,2013-04-08 16:41:47,2024-06-26 23:25:16,False,101061,Haskell,19,161,48,2841,307,1427,12815,776,51,489,37,"Robust, fast, intuitive plain text accounting tool with CLI, TUI and web interfaces."
openemr,openemr,2010-05-21 19:54:08,2024-06-30 05:14:37,False,593845,PHP,14,211,133,2835,2047,2486,10056,5042,39,57,0,The most popular open source electronic health records and medical practice management solution.
inspec,inspec,2015-08-28 22:16:01,2024-06-28 10:38:20,False,56087,Ruby,11,302,134,2827,682,2582,11377,4425,422,1855,220,InSpec: Auditing and Testing Framework
filecoin-project,lotus,2019-06-25 09:52:07,2024-06-28 17:11:13,False,449390,Go,9,236,138,2809,1240,4536,21387,6630,568,382,243,"Reference implementation of the Filecoin protocol, written in Go"
oils-for-unix,oils,2016-11-15 19:19:09,2024-09-07 02:31:28,False,45794,Python,19,78,36,2809,151,1376,10125,689,287,0,0,Oils is our upgrade path from bash to a better language and runtime.  It's also for Python and JavaScript users who avoid shell!
gardener,gardener,2018-01-13 20:57:47,2024-06-28 22:00:11,False,189466,Go,7,225,75,2802,462,1821,10436,8154,11,564,564,Homogeneous Kubernetes clusters at scale on any infrastructure using hosted control planes.
ElementsProject,lightning,2015-06-13 00:04:22,2024-06-30 04:39:55,False,102251,C,10,253,170,2789,879,2852,14951,4555,25,178,57,Core Lightning — Lightning Network implementation focusing on spec compliance and performance
openaddresses,openaddresses,2014-02-06 21:29:20,2024-06-28 13:10:59,False,17642,JavaScript,6,180,190,2789,849,2143,12637,5120,87,16,0,"A global repository of open address, building, and parcel data."
oracle,visualvm,2016-09-12 14:44:30,2024-06-17 12:14:11,False,566804,Java,11,1491,90,2784,297,559,104037,23,56,23,23,VisualVM is an All-in-One Java Troubleshooting Tool
rathena,rathena,2013-07-17 22:19:43,2024-06-29 19:06:10,False,300157,C++,10,175,265,2781,2242,4615,18330,3847,61,0,0,rAthena is an open-source cross-platform MMORPG server.
tvheadend,tvheadend,2010-12-30 12:45:11,2024-06-28 20:42:34,False,63677,C,6,284,240,2773,913,44,11269,1680,52,47,1,"Tvheadend is the leading TV streaming server for Linux with ATSC, DVB-C/C2, DVB-S/S2, DVB-T/T2, IPTV, SAT>IP and unix pipe input sources"
googleapis,google-api-ruby-client,2012-01-26 21:54:39,2024-06-30 10:10:19,False,2180001,Ruby,2,217,114,2769,867,1081,19681,18703,39,252,54,REST client for Google APIs
grails,grails-core,2010-02-10 23:57:57,2024-06-28 15:55:20,False,357130,HTML,5,234,191,2767,952,10855,20953,2576,219,266,241,The Grails Web Application Framework
checkpoint-restore,criu,2014-01-17 12:53:25,2024-06-28 19:13:15,False,21067,C,7,155,66,2756,559,1333,11428,1055,10,67,0,Checkpoint/Restore tool
neomjs,neo,2019-11-10 23:56:02,2024-06-30 13:30:42,False,29549,JavaScript,4,32,35,2751,147,3495,13161,1986,5,961,960,The application worker driven frontend framework
tidev,titanium-sdk,2009-06-15 22:54:37,2024-06-25 06:45:33,False,1658448,Objective-C,16,228,181,2741,1208,298,35695,13580,110,217,123,🚀 Native iOS and Android Apps with JavaScript
CartoDB,cartodb,2012-07-05 15:23:45,2024-06-20 15:20:01,False,433185,JavaScript,15,249,203,2736,655,8521,77987,7921,461,494,63,Location Intelligence & Data Visualization tool
DataDog,datadog-agent,2016-01-19 17:40:41,2024-06-30 13:27:53,False,452107,Go,22,640,520,2728,1172,1459,20106,25522,1872,8888,177,Main repository for Datadog Agent
BlackArch,blackarch,2012-08-16 16:03:43,2024-06-30 09:36:11,False,364609,Shell,12,164,201,2726,549,2512,24055,1540,13,0,0,An ArchLinux based distribution for penetration testers and security researchers.
open-telemetry,opentelemetry-collector-contrib,2019-07-11 14:54:32,2024-06-30 13:13:51,False,464782,Go,5,1024,67,2713,2143,5640,14205,27746,1997,17841,112,Contrib repository for the OpenTelemetry Collector
steveicarus,iverilog,2008-05-12 16:57:52,2024-06-30 10:53:53,False,30231,C++,16,79,135,2710,513,685,10061,394,22,232,2,Icarus Verilog
rotki,rotki,2018-03-05 11:26:09,2024-06-30 00:27:01,False,287383,Python,11,147,38,2705,499,2567,15339,5595,6,106,106,"A portfolio tracking, analytics, accounting and management application that protects your privacy"
melpa,melpa,2011-10-05 05:50:47,2024-06-30 07:52:09,False,14992,Emacs Lisp,9,2166,83,2701,2417,1075,13413,8002,9,0,0,Recipes and build machinery for the biggest Emacs package repo
shopware,shopware,2018-05-03 13:00:31,2024-06-28 12:39:11,False,268292,PHP,14,501,108,2687,980,1633,34334,2071,56,131,131,Shopware 6 is an open commerce platform based on Symfony Framework and Vue and supported by a worldwide community and more than 1.500 community extensions
cloudflare,cloudflare-docs,2020-09-03 20:29:26,2024-06-30 13:13:15,False,894770,CSS,8,1362,247,2687,2750,1647,12470,13440,384,0,0,Cloudflare’s documentation
texstudio-org,texstudio,2017-11-28 18:07:20,2024-06-27 15:58:02,False,260624,C++,17,107,55,2682,342,2579,11580,995,9,205,167,TeXstudio is a fully featured LaTeX editor. Our goal is to make writing LaTeX documents as easy and comfortable as possible.
